
@RELATION training_tutorial1

   @ATTRIBUTE TICK NUMERIC
   @ATTRIBUTE width NUMERIC
   @ATTRIBUTE height NUMERIC
   @ATTRIBUTE pacman_position_x NUMERIC
   @ATTRIBUTE pacman_position_y NUMERIC
   @ATTRIBUTE legal_actions_N {True,False}
   @ATTRIBUTE legal_actions_S {True,False}
   @ATTRIBUTE legal_actions_E {True,False}   
   @ATTRIBUTE legal_actions_W {True,False}   
   @ATTRIBUTE direction {North,South,West,East,Stop}
   @ATTRIBUTE number_ghosts NUMERIC
   @ATTRIBUTE number_living_ghosts NUMERIC
   @ATTRIBUTE mov_ver NUMERIC
   @ATTRIBUTE mov_hor NUMERIC
   @ATTRIBUTE min_distancia_norte NUMERIC
   @ATTRIBUTE min_distancia_sur NUMERIC
   @ATTRIBUTE min_distancia_oeste NUMERIC
   @ATTRIBUTE min_distancia_este NUMERIC
   @ATTRIBUTE num_ghost_N NUMERIC
   @ATTRIBUTE num_ghost_S NUMERIC
   @ATTRIBUTE num_ghost_W NUMERIC
   @ATTRIBUTE num_ghost_E NUMERIC
   @ATTRIBUTE num_ghost_ori_N NUMERIC
   @ATTRIBUTE num_ghost_ori_S NUMERIC
   @ATTRIBUTE num_ghost_ori_W NUMERIC
   @ATTRIBUTE num_ghost_ori_E NUMERIC
   @ATTRIBUTE direccion_fantasma_N {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_S {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_W {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_E {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_cercano {North,South,West,East,Stop}   
   @ATTRIBUTE distancia_fantasma_cercano NUMERIC
   @ATTRIBUTE pac_dots NUMERIC
   @ATTRIBUTE nearest_food NUMERIC
   @ATTRIBUTE SCORE NUMERIC
   @ATTRIBUTE action {North,South,West,East,Stop}
   @ATTRIBUTE NEXT_SCORE NUMERIC
   
   @data
24, 27, 20, 5, 7, True, True, True, True, South, 4, 3, 4, -3, 8, 3, 4, 999999, 1, 1, 3, 0, 1, 1, 0, 1, North, South, South, None, South, 7, 0, -1, 177,South, 176
25, 27, 20, 5, 6, True, True, True, True, South, 4, 3, 4, -1, 1, 1, 4, 999999, 2, 1, 3, 0, 1, 0, 0, 2, East, North, North, None, North, 5, 0, -1, 176,East, 175
26, 27, 20, 6, 6, True, False, True, True, East, 4, 3, 3, 0, 2, 999999, 3, 999999, 2, 0, 3, 0, 2, 0, 0, 1, North, None, North, None, North, 3, 0, -1, 175,East, 174
27, 27, 20, 7, 6, False, False, True, True, East, 4, 3, 1, 0, 2, 999999, 1, 999999, 2, 0, 3, 0, 0, 0, 0, 2, East, None, Stop, None, Stop, 1, 0, -1, 174,East, 373
28, 27, 20, 8, 6, True, True, True, True, East, 4, 2, 7, 2, 2, 999999, 7, 999999, 2, 0, 2, 0, 0, 0, 1, 1, East, None, East, None, East, 9, 0, -1, 373,North, 372
29, 27, 20, 8, 7, True, True, True, False, North, 4, 2, 7, 1, 1, 999999, 7, 999999, 2, 0, 2, 0, 0, 0, 1, 1, East, None, East, None, East, 8, 0, -1, 372,North, 371
30, 27, 20, 8, 8, True, True, True, False, North, 4, 2, 6, 0, 6, 999999, 6, 999999, 1, 0, 2, 0, 0, 1, 1, 0, South, None, West, None, West, 6, 0, -1, 371,North, 370
31, 27, 20, 8, 9, True, True, True, False, North, 4, 2, 6, -1, 5, 1, 6, 999999, 1, 1, 2, 0, 0, 0, 1, 1, East, West, West, None, West, 7, 0, -1, 370,North, 369
32, 27, 20, 8, 10, True, True, True, False, North, 4, 2, 6, -3, 4, 3, 6, 999999, 1, 1, 2, 0, 0, 1, 0, 1, East, South, South, None, South, 9, 0, -1, 369,North, 368
33, 27, 20, 8, 11, True, True, True, False, North, 4, 2, 6, -4, 4, 4, 6, 999999, 1, 1, 2, 0, 1, 1, 0, 0, North, South, South, None, South, 10, 0, -1, 368,North, 367
34, 27, 20, 8, 12, True, True, True, True, North, 4, 2, 6, -5, 2, 5, 6, 999999, 1, 1, 2, 0, 0, 2, 0, 0, South, South, South, None, South, 11, 0, -1, 367,East, 366
35, 27, 20, 9, 12, True, True, True, True, East, 4, 2, 5, -4, 2, 4, 5, 999999, 1, 1, 2, 0, 1, 0, 1, 0, West, North, North, None, North, 9, 0, -1, 366,East, 365
36, 27, 20, 10, 12, True, True, True, True, East, 4, 2, 5, -4, 2, 4, 5, 999999, 1, 1, 2, 0, 0, 0, 0, 2, East, East, East, None, East, 9, 0, -1, 365,East, 364
37, 27, 20, 11, 12, False, True, True, True, East, 4, 2, 3, -4, 2, 4, 3, 999999, 1, 1, 2, 0, 0, 0, 2, 0, West, West, West, None, West, 7, 0, -1, 364,East, 363
38, 27, 20, 12, 12, False, False, True, True, East, 4, 2, 2, -5, 3, 5, 2, 999999, 1, 1, 2, 0, 1, 1, 0, 0, North, South, South, None, South, 7, 0, -1, 363,East, 362
39, 27, 20, 13, 12, False, True, True, True, East, 4, 2, 1, -6, 2, 6, 1, 999999, 1, 1, 2, 0, 0, 2, 0, 0, South, South, South, None, South, 7, 0, -1, 362,South, 361
40, 27, 20, 13, 11, True, True, True, False, South, 4, 2, 1, -5, 3, 5, 1, 999999, 1, 1, 2, 0, 0, 1, 0, 1, East, South, South, None, South, 6, 0, -1, 361,South, 360
41, 27, 20, 13, 10, True, True, True, False, South, 4, 2, 1, -4, 4, 4, 1, 999999, 1, 1, 2, 0, 0, 1, 1, 0, West, South, South, None, South, 5, 0, -1, 360,South, 359
42, 27, 20, 13, 9, True, True, True, False, South, 4, 2, 1, -2, 6, 2, 1, 999999, 1, 1, 2, 0, 2, 0, 0, 0, North, North, North, None, North, 3, 0, -1, 359,South, 358
43, 27, 20, 13, 8, True, True, True, False, South, 4, 2, 1, 0, 7, 999999, 1, 999999, 1, 0, 2, 0, 0, 0, 1, 0, West, None, Stop, None, Stop, 1, 0, -1, 358,East, 557
44, 27, 20, 14, 8, True, True, True, True, East, 4, 1, 9, 8, 8, 999999, 9, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 16, 0, -1, 557,North, 556
45, 27, 20, 14, 9, True, True, False, True, North, 4, 1, 9, 7, 7, 999999, 9, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 16, 0, -1, 556,North, 555
46, 27, 20, 14, 10, True, True, True, True, North, 4, 1, 10, 6, 6, 999999, 10, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 16, 0, -1, 555,North, 554
47, 27, 20, 14, 11, True, True, True, True, North, 4, 1, 9, 5, 5, 999999, 9, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 14, 0, -1, 554,North, 553
48, 27, 20, 14, 12, True, True, True, True, North, 4, 1, 9, 4, 4, 999999, 9, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 13, 0, -1, 553,North, 552
49, 27, 20, 14, 13, True, True, False, False, North, 4, 1, 9, 2, 2, 999999, 9, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 11, 0, -1, 552,North, 551
50, 27, 20, 14, 14, True, True, True, True, North, 4, 1, 9, 0, 999999, 999999, 9, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 9, 0, -1, 551,East, 550
51, 27, 20, 15, 14, True, False, True, True, East, 4, 1, 8, 0, 999999, 999999, 8, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 8, 0, -1, 550,East, 549
52, 27, 20, 16, 14, True, False, True, True, East, 4, 1, 7, -1, 999999, 1, 7, 999999, 0, 1, 1, 0, 0, 1, 0, 0, None, South, South, None, South, 8, 0, -1, 549,East, 548
53, 27, 20, 17, 14, True, True, True, True, East, 4, 1, 6, 0, 999999, 999999, 6, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 6, 0, -1, 548,East, 547
54, 27, 20, 18, 14, False, True, True, True, East, 4, 1, 5, 0, 999999, 999999, 5, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 5, 0, -1, 547,East, 546
55, 27, 20, 19, 14, False, True, True, True, East, 4, 1, 5, 0, 999999, 999999, 5, 999999, 0, 0, 1, 0, 0, 0, 0, 1, None, None, East, None, East, 5, 0, -1, 546,East, 545
56, 27, 20, 20, 14, True, True, False, True, East, 4, 1, 3, 0, 999999, 999999, 3, 999999, 0, 0, 1, 0, 0, 0, 1, 0, None, None, West, None, West, 3, 0, -1, 545,North, 544
57, 27, 20, 20, 15, True, True, True, False, North, 4, 1, 3, 0, 999999, 999999, 3, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 3, 0, -1, 544,East, 543
58, 27, 20, 21, 15, True, False, True, True, East, 4, 1, 2, 1, 1, 999999, 2, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 3, 0, -1, 543,East, 542
59, 27, 20, 22, 15, True, True, True, True, East, 4, 1, 1, 0, 999999, 999999, 1, 999999, 0, 0, 1, 0, 0, 1, 0, 0, None, None, South, None, South, 1, 0, -1, 542,North, 541
60, 27, 20, 22, 16, False, True, True, True, North, 4, 1, 2, -1, 999999, 1, 2, 999999, 0, 1, 1, 0, 0, 0, 0, 1, None, East, East, None, East, 3, 0, -1, 541,South, 540
61, 27, 20, 22, 15, True, True, True, True, South, 4, 1, 3, 0, 999999, 999999, 3, 999999, 0, 0, 1, 0, 0, 0, 0, 1, None, None, East, None, East, 3, 0, -1, 540,East, 539
62, 27, 20, 23, 15, True, True, True, True, East, 4, 1, 2, 0, 999999, 999999, 2, 999999, 0, 0, 1, 0, 0, 0, 0, 1, None, None, East, None, East, 2, 0, -1, 539,East, 538
1, 30, 20, 1, 18, False, True, True, False, Stop, 4, 4, 0, -15, 999999, 9, 1, 999999, 0, 4, 3, 0, 0, 0, 0, 0, None, Stop, Stop, None, Stop, 13, 0, -1, 0,South, -1
2, 30, 20, 1, 17, True, True, False, False, South, 4, 4, 0, -14, 999999, 7, 1, 999999, 0, 4, 3, 0, 1, 0, 1, 1, None, North, East, None, North, 11, 0, -1, -1,South, -2
3, 30, 20, 1, 16, True, True, True, False, South, 4, 4, 0, -13, 999999, 7, 2, 999999, 0, 4, 3, 0, 0, 1, 2, 1, None, South, East, None, South, 11, 0, -1, -2,South, -3
4, 30, 20, 1, 15, True, True, True, False, South, 4, 4, 0, -12, 999999, 5, 2, 999999, 0, 4, 3, 0, 3, 0, 0, 1, None, North, East, None, North, 9, 0, -1, -3,South, -4
5, 30, 20, 1, 14, True, True, True, False, South, 4, 4, 1, -11, 999999, 4, 1, 999999, 0, 4, 4, 0, 0, 1, 1, 2, None, West, East, None, West, 7, 0, -1, -4,South, -5
6, 30, 20, 1, 13, True, True, False, False, South, 4, 4, 2, -10, 999999, 4, 2, 999999, 0, 4, 4, 0, 0, 2, 0, 2, None, South, East, None, South, 7, 0, -1, -5,South, -6
7, 30, 20, 1, 12, True, True, True, False, South, 4, 4, 2, -9, 999999, 3, 2, 999999, 0, 4, 4, 0, 0, 2, 0, 2, None, South, East, None, South, 6, 0, -1, -6,South, -7
8, 30, 20, 1, 11, True, True, False, False, South, 4, 4, 2, -8, 999999, 2, 2, 999999, 0, 4, 4, 0, 1, 1, 1, 1, None, West, South, None, West, 4, 0, -1, -7,South, -8
9, 30, 20, 1, 10, True, True, False, False, South, 4, 4, 2, -7, 999999, 6, 2, 999999, 0, 3, 4, 0, 2, 1, 0, 1, None, North, North, None, North, 2, 0, -1, -8,South, -9
10, 30, 20, 1, 9, True, True, False, False, South, 4, 4, 2, -6, 999999, 4, 2, 999999, 0, 3, 4, 0, 2, 1, 0, 1, None, North, North, None, South, 2, 0, -1, -9,South, -10
11, 30, 20, 1, 8, True, True, False, False, South, 4, 4, 2, -5, 999999, 3, 2, 999999, 0, 3, 4, 0, 1, 1, 0, 2, None, East, South, None, South, 2, 0, -1, -10,South, -11
12, 30, 20, 1, 7, True, True, False, False, South, 4, 4, 2, -3, 1, 2, 2, 999999, 1, 3, 4, 0, 1, 1, 1, 1, East, West, West, None, West, 4, 0, -1, -11,South, -12
13, 30, 20, 1, 6, True, True, True, False, South, 4, 4, 1, -3, 3, 1, 1, 999999, 1, 3, 4, 0, 1, 2, 1, 0, North, West, West, None, West, 2, 0, -1, -12,South, -13
14, 30, 20, 1, 5, True, True, True, False, South, 4, 4, 1, -2, 3, 2, 1, 999999, 1, 2, 4, 0, 0, 2, 0, 1, South, East, Stop, None, Stop, 1, 0, -1, -13,East, 186
15, 30, 20, 2, 5, True, True, True, True, East, 4, 3, 2, -2, 3, 2, 2, 999999, 1, 2, 3, 0, 0, 1, 0, 2, South, East, South, None, Stop, 5, 0, -1, 186,North, 185
16, 30, 20, 2, 6, False, True, True, True, North, 4, 3, 3, -3, 2, 3, 3, 999999, 1, 2, 3, 0, 0, 0, 1, 2, East, West, West, None, East, 5, 0, -1, 185,East, 184
17, 30, 20, 3, 6, True, True, True, True, East, 4, 3, 2, -3, 2, 3, 2, 999999, 1, 2, 3, 0, 0, 0, 1, 2, East, West, West, None, East, 4, 0, -1, 184,North, 183
18, 30, 20, 3, 7, True, True, True, False, North, 4, 3, 2, -4, 999999, 4, 2, 999999, 0, 2, 3, 0, 0, 1, 1, 1, None, West, West, None, South, 2, 0, -1, 183,East, 182
19, 30, 20, 4, 7, True, True, True, True, East, 4, 3, 0, -4, 999999, 4, 1, 999999, 0, 2, 2, 0, 0, 0, 2, 0, None, West, Stop, None, Stop, 1, 0, -1, 182,East, 381
20, 30, 20, 5, 7, True, True, True, True, East, 4, 2, -2, -4, 999999, 4, 999999, 2, 0, 2, 0, 1, 0, 0, 2, 0, None, West, None, West, West, 4, 0, -1, 381,South, 380
21, 30, 20, 5, 6, True, True, True, True, South, 4, 2, -1, -3, 999999, 3, 999999, 1, 0, 2, 0, 1, 0, 0, 1, 1, None, East, None, East, West, 3, 0, -1, 380,South, 379
22, 30, 20, 5, 5, True, True, False, True, South, 4, 2, -2, -2, 999999, 1, 999999, 2, 0, 2, 0, 1, 0, 0, 1, 0, None, Stop, None, West, Stop, 1, 0, -1, 379,South, 578
23, 30, 20, 5, 4, True, True, False, True, South, 4, 1, -3, -1, 999999, 1, 999999, 3, 0, 1, 0, 1, 0, 0, 1, 0, None, West, None, West, Stop, 3, 0, -1, 578,South, 577
24, 30, 20, 5, 3, True, False, True, True, South, 4, 1, -3, 1, 1, 999999, 999999, 3, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, Stop, 2, 0, -1, 577,North, 576
25, 30, 20, 5, 4, True, True, False, True, North, 4, 1, -3, -1, 999999, 1, 999999, 3, 0, 1, 0, 1, 0, 1, 0, 0, None, South, None, South, Stop, 3, 0, -1, 576,South, 575
26, 30, 20, 5, 3, True, False, True, True, South, 4, 1, -3, 1, 1, 999999, 999999, 3, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, Stop, 2, 0, -1, 575,North, 574
27, 30, 20, 5, 4, True, True, False, True, North, 4, 1, -2, 0, 999999, 999999, 999999, 2, 0, 0, 0, 1, 0, 0, 0, 1, None, None, None, East, East, 2, 0, -1, 574,West, 573
28, 30, 20, 4, 4, True, True, True, True, West, 4, 1, -1, 1, 1, 999999, 999999, 1, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 2, 0, -1, 573,North, 572
1, 20, 13, 1, 11, False, True, True, False, Stop, 4, 4, 5, -6, 999999, 2, 5, 999999, 0, 3, 4, 0, 0, 0, 0, 0, None, Stop, Stop, None, Stop, 7, 2, 14, 0,South, -1
2, 20, 13, 1, 10, True, True, False, False, South, 4, 4, 5, -5, 1, 1, 5, 999999, 1, 3, 4, 0, 1, 0, 1, 1, West, East, Stop, None, East, 7, 2, 13, -1,South, -2
3, 20, 13, 1, 9, True, True, True, False, South, 4, 4, 5, -4, 2, 3, 5, 999999, 1, 2, 4, 0, 0, 1, 1, 2, West, South, West, None, East, 6, 2, 12, -2,East, -3
4, 20, 13, 2, 9, False, True, True, True, East, 4, 4, 5, -5, 2, 3, 5, 999999, 1, 2, 4, 0, 0, 2, 0, 2, East, South, South, None, East, 5, 2, 11, -3,East, -4
5, 20, 13, 3, 9, False, True, True, True, East, 4, 4, 3, -5, 2, 3, 3, 999999, 1, 2, 4, 0, 0, 1, 1, 2, West, South, West, None, East, 4, 2, 10, -4,East, -5
6, 20, 13, 4, 9, False, True, True, True, East, 4, 4, 1, -6, 2, 1, 1, 999999, 1, 3, 4, 0, 0, 3, 1, 0, West, South, West, None, West, 3, 2, 9, -5,East, -6
7, 20, 13, 5, 9, True, True, True, True, East, 4, 4, 1, -6, 2, 1, 1, 999999, 1, 3, 4, 0, 0, 2, 0, 2, East, East, East, None, East, 3, 2, 8, -6,North, -7
8, 20, 13, 5, 10, True, True, True, False, North, 4, 4, 1, -7, 1, 2, 1, 999999, 1, 3, 4, 0, 1, 0, 1, 2, East, East, East, None, East, 2, 2, 9, -7,North, -8
9, 20, 13, 5, 11, False, True, True, True, North, 4, 4, 1, -8, 999999, 3, 1, 999999, 0, 3, 4, 0, 1, 0, 1, 2, None, East, West, None, East, 2, 2, 10, -8,East, -9
10, 20, 13, 6, 11, False, True, True, True, East, 4, 3, -1, -8, 999999, 3, 3, 1, 0, 3, 2, 1, 1, 0, 2, 0, None, West, West, West, West, 6, 2, 9, 191,South, 190
11, 20, 13, 6, 10, True, True, False, True, South, 4, 3, -2, -7, 999999, 2, 3, 2, 0, 3, 2, 1, 1, 0, 2, 0, None, West, West, West, West, 5, 2, 8, 190,South, 189
12, 20, 13, 6, 9, True, True, True, True, South, 4, 3, -2, -5, 999999, 1, 2, 2, 0, 2, 2, 1, 2, 0, 1, 0, None, West, West, North, West, 3, 2, 7, 189,South, 188
13, 20, 13, 6, 8, True, True, True, True, South, 4, 3, -1, -4, 999999, 4, 1, 1, 0, 1, 2, 1, 0, 1, 0, 1, None, East, Stop, East, Stop, 1, 2, 6, 188,East, 387
14, 20, 13, 7, 8, True, True, True, True, East, 4, 2, -2, -4, 999999, 4, 7, 2, 0, 1, 1, 1, 0, 1, 0, 1, None, East, South, East, East, 6, 2, 5, 387,South, 386
15, 20, 13, 7, 7, True, False, True, True, South, 4, 2, -3, -3, 1, 3, 6, 3, 1, 1, 1, 1, 0, 0, 2, 0, West, West, West, West, West, 6, 2, 4, 386,East, 385
16, 20, 13, 8, 7, True, True, True, True, East, 4, 2, -4, -3, 1, 3, 5, 4, 1, 1, 1, 1, 0, 0, 2, 0, West, West, West, West, West, 6, 2, 3, 385,South, 384
17, 20, 13, 8, 6, True, True, True, False, South, 4, 2, -3, -2, 1, 2, 5, 3, 1, 1, 1, 1, 0, 1, 0, 1, South, East, South, East, East, 5, 2, 2, 384,South, 383
18, 20, 13, 8, 5, True, True, True, True, South, 4, 2, -3, -1, 2, 1, 5, 3, 1, 1, 1, 1, 0, 1, 0, 1, South, East, South, East, East, 4, 2, 3, 383,South, 382
19, 20, 13, 8, 4, True, True, True, True, South, 4, 2, -3, 0, 3, 999999, 6, 3, 1, 0, 1, 1, 0, 0, 0, 2, East, None, East, East, East, 3, 2, 4, 382,West, 381
20, 20, 13, 7, 4, True, True, True, True, West, 4, 2, -1, 0, 3, 999999, 6, 1, 1, 0, 1, 1, 0, 0, 1, 0, West, None, West, Stop, Stop, 1, 2, 5, 381,West, 580
21, 20, 13, 6, 4, True, True, True, True, West, 4, 1, 6, 3, 3, 999999, 6, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 4, 2, 6, 580,North, 579
22, 20, 13, 6, 5, False, True, True, True, North, 4, 1, 7, 2, 2, 999999, 7, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 5, 2, 5, 579,East, 578
23, 20, 13, 7, 5, False, True, True, True, East, 4, 1, 6, 3, 3, 999999, 6, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 6, 2, 4, 578,East, 577
24, 20, 13, 8, 5, True, True, True, True, East, 4, 1, 6, 3, 3, 999999, 6, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 7, 2, 3, 577,North, 576
25, 20, 13, 8, 6, True, True, True, False, North, 4, 1, 7, 2, 2, 999999, 7, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 8, 2, 2, 576,North, 575
26, 20, 13, 8, 7, True, True, True, True, North, 4, 1, 7, 1, 1, 999999, 7, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 8, 2, 3, 575,North, 574
27, 20, 13, 8, 8, True, True, True, True, North, 4, 1, 6, 0, 999999, 999999, 6, 999999, 0, 0, 1, 0, 0, 0, 1, 0, None, None, West, None, West, 6, 2, 4, 574,North, 573
28, 20, 13, 8, 9, False, True, True, True, North, 4, 1, 7, -1, 999999, 1, 7, 999999, 0, 1, 1, 0, 0, 0, 0, 1, None, East, East, None, East, 8, 2, 5, 573,East, 572
29, 20, 13, 9, 9, False, True, True, True, East, 4, 1, 6, -1, 999999, 1, 6, 999999, 0, 1, 1, 0, 0, 0, 0, 1, None, East, East, None, East, 7, 2, 4, 572,East, 571
30, 20, 13, 10, 9, True, True, True, True, East, 4, 1, 4, -1, 999999, 1, 4, 999999, 0, 1, 1, 0, 0, 0, 1, 0, None, West, West, None, West, 5, 2, 3, 571,East, 570
31, 20, 13, 11, 9, True, False, True, True, East, 4, 1, 3, -1, 999999, 1, 3, 999999, 0, 1, 1, 0, 0, 0, 1, 0, None, West, West, None, West, 4, 2, 4, 570,East, 569
32, 20, 13, 12, 9, False, True, True, True, East, 4, 1, 2, -2, 999999, 2, 2, 999999, 0, 1, 1, 0, 0, 1, 0, 0, None, South, South, None, South, 4, 2, 3, 569,South, 568
33, 20, 13, 12, 8, True, True, True, False, South, 4, 1, 2, 0, 999999, 999999, 2, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 2, 2, 4, 568,South, 567
34, 20, 13, 12, 7, True, False, True, False, South, 4, 1, 2, 2, 2, 999999, 2, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 4, 2, 3, 567,North, 566
35, 20, 13, 12, 8, True, True, True, False, North, 4, 1, 2, 1, 1, 999999, 2, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 3, 2, 4, 566,North, 565
36, 20, 13, 12, 9, False, True, True, True, North, 4, 1, 2, 0, 999999, 999999, 2, 999999, 0, 0, 1, 0, 1, 0, 0, 0, None, None, North, None, North, 2, 2, 3, 565,East, 564
37, 20, 13, 13, 9, False, True, True, True, East, 4, 1, 1, 0, 999999, 999999, 1, 999999, 0, 0, 1, 0, 0, 0, 0, 0, None, None, Stop, None, Stop, 1, 2, 2, 564,East, 763
1, 28, 29, 14, 3, False, False, True, True, Stop, 4, 4, -4, 12, 12, 999999, 3, 1, 4, 0, 1, 2, 0, 0, 0, 0, Stop, None, Stop, Stop, Stop, 12, 0, -1, 0,East, -1
2, 28, 29, 15, 3, True, False, True, True, East, 4, 4, -5, 12, 12, 999999, 2, 2, 4, 0, 1, 3, 0, 0, 2, 0, Stop, None, Stop, West, West, 14, 0, -1, -1,North, -2
3, 28, 29, 15, 4, True, True, False, False, North, 4, 4, -4, 11, 11, 999999, 1, 2, 4, 0, 1, 3, 0, 0, 3, 1, East, None, West, West, West, 12, 0, -1, -2,North, -3
4, 28, 29, 15, 5, False, True, True, False, North, 4, 4, -3, 10, 10, 999999, 2, 2, 4, 0, 1, 3, 0, 0, 2, 2, East, None, East, West, West, 12, 0, -1, -3,East, -4
5, 28, 29, 16, 5, False, False, True, True, East, 4, 4, -3, 10, 10, 999999, 999999, 3, 4, 0, 0, 3, 0, 0, 2, 2, East, None, None, East, West, 10, 0, -1, -4,East, -5
6, 28, 29, 17, 5, False, False, True, True, East, 4, 4, -4, 10, 10, 999999, 999999, 2, 4, 0, 0, 4, 0, 0, 3, 1, East, None, None, West, West, 12, 0, -1, -5,East, -6
7, 28, 29, 18, 5, True, False, False, True, East, 4, 4, -5, 10, 10, 999999, 999999, 2, 4, 0, 0, 4, 1, 0, 1, 2, West, None, None, East, East, 12, 0, -1, -6,North, -7
8, 28, 29, 18, 6, True, True, False, False, North, 4, 4, -5, 9, 9, 999999, 999999, 1, 4, 0, 0, 4, 1, 0, 1, 2, East, None, None, East, East, 10, 0, -1, -7,North, -8
9, 28, 29, 18, 7, True, True, False, False, North, 4, 4, -6, 8, 8, 999999, 999999, 1, 4, 0, 0, 4, 0, 0, 2, 2, East, None, None, East, East, 9, 0, -1, -8,North, -9
10, 28, 29, 18, 8, False, True, True, True, North, 4, 4, -7, 7, 7, 999999, 999999, 1, 4, 0, 0, 4, 0, 0, 2, 2, West, None, None, East, East, 8, 0, -1, -9,East, -10
11, 28, 29, 19, 8, False, False, True, True, East, 4, 4, -9, 7, 7, 999999, 999999, 2, 4, 0, 0, 4, 0, 0, 2, 2, East, None, None, East, East, 9, 0, -1, -10,East, -11
12, 28, 29, 20, 8, False, False, True, True, East, 4, 4, -9, 7, 7, 999999, 999999, 3, 4, 0, 0, 4, 0, 0, 2, 2, West, None, None, East, East, 10, 0, -1, -11,East, -12
13, 28, 29, 21, 8, True, True, False, True, East, 4, 4, -10, 7, 7, 999999, 999999, 4, 4, 0, 0, 4, 0, 0, 2, 2, West, None, None, East, East, 11, 0, -1, -12,North, -13
14, 28, 29, 21, 9, True, True, False, False, North, 4, 4, -9, 6, 6, 999999, 999999, 4, 4, 0, 0, 4, 0, 0, 2, 2, West, None, None, East, East, 10, 0, -1, -13,North, -14
15, 28, 29, 21, 10, True, True, False, False, North, 4, 4, -9, 5, 5, 999999, 999999, 5, 4, 0, 0, 4, 0, 0, 1, 3, East, None, None, West, West, 10, 0, -1, -14,North, -15
16, 28, 29, 21, 11, True, True, True, True, North, 4, 4, -9, 4, 4, 999999, 999999, 4, 4, 0, 0, 4, 0, 0, 0, 4, East, None, None, East, East, 8, 0, -1, -15,North, -16
17, 28, 29, 21, 12, True, True, False, False, North, 4, 4, -9, 3, 3, 999999, 999999, 5, 4, 0, 0, 4, 0, 0, 2, 2, West, None, None, West, West, 8, 0, -1, -16,North, -17
18, 28, 29, 21, 13, True, True, False, False, North, 4, 4, -8, 2, 2, 999999, 999999, 5, 4, 0, 0, 4, 0, 0, 2, 2, West, None, None, West, West, 7, 0, -1, -17,North, -18
19, 28, 29, 21, 14, True, True, False, False, North, 4, 4, -8, 1, 1, 999999, 999999, 6, 4, 0, 0, 4, 0, 1, 1, 2, East, None, None, West, West, 7, 0, -1, -18,North, -19
20, 28, 29, 21, 15, True, True, True, True, North, 4, 4, -8, 0, 1, 999999, 999999, 6, 2, 0, 0, 4, 1, 1, 2, 0, South, None, None, West, West, 6, 0, -1, -19,West, -20
21, 28, 29, 20, 15, False, False, True, True, West, 4, 4, -7, 0, 2, 999999, 999999, 6, 1, 0, 0, 4, 1, 1, 1, 1, North, None, None, West, West, 6, 0, -1, -20,West, -21
22, 28, 29, 19, 15, True, True, True, False, West, 4, 4, -6, 0, 1, 999999, 999999, 5, 3, 0, 0, 4, 2, 1, 1, 0, North, None, None, North, North, 6, 0, -1, -21,North, -22
23, 28, 29, 19, 16, True, True, False, False, North, 4, 4, -5, 0, 1, 1, 999999, 5, 2, 1, 0, 4, 2, 0, 0, 2, North, East, None, East, East, 5, 0, -1, -22,North, -23
24, 28, 29, 19, 17, False, True, False, True, North, 4, 4, -5, -2, 999999, 2, 999999, 5, 0, 2, 0, 4, 0, 1, 1, 2, None, South, None, South, East, 5, 0, -1, -23,West, -24
